0.22030775	0.43268314	-0.3842822	-0.1578595	-0.30827266	-0.5203744	0.88233495	-0.23403808	0.13753298	0.402861	0.6440183	0.41293666	-0.35753396	0.3139042	0.2138614	-0.08746007
0.28620994	0.24522734	-0.5197638	-0.3155413	-0.08324631	-0.57738477	0.8845562	-0.15913467	-0.09996552	0.61011183	0.7961037	0.02309243	-0.33750772	0.002667493	-0.20219855	-0.77017903
0.25301424	0.30366603	-0.41372004	-0.19575751	0.111502595	-0.76609695	0.9293903	-0.5518218	0.26553565	0.5120394	0.5736533	0.33245087	-0.32698634	0.004021796	0.27355236	0.0402837
0.18042473	0.251578	-0.20495543	-0.0926393	-0.39024222	-0.2303489	0.76621586	0.028350787	0.07004628	0.11505901	0.61561984	0.2544985	-0.14033961	0.26455432	0.24198641	-0.0635004
0.43186176	0.18268526	0.22220105	0.015244623	-0.22719897	-0.36252	0.9022887	-0.108084105	0.14545643	-0.15978561	0.78776604	0.4130499	0.17741069	0.33593032	0.4384828	0.20285715
0.34368792	0.08440127	-0.16690603	-0.18200487	0.6505757	-0.9754124	0.6667914	-1.0552591	0.7978719	0.31928334	-0.55194783	0.47934526	-0.53161746	-0.4999571	0.65571934	0.9694783
0.28125635	0.15146625	-0.40240926	-0.30140907	-0.067347	-0.44463193	0.77995956	-0.11173181	0.13613877	0.3872802	0.50717324	0.039367016	-0.33767036	0.016543815	0.020621272	-0.42440927
0.040058844	0.3990877	-0.36355236	0.03030368	-0.17792654	-0.4638969	0.77569854	-0.25211203	-0.08362614	0.37356758	0.6359793	0.30831397	-0.20990705	0.15634468	-0.12816143	-0.264844
-0.042786106	0.5931421	0.2692208	0.43599543	-0.51445466	-0.22543426	0.39899197	-0.43524876	0.39227688	-0.30944818	-0.032698434	0.6571877	0.20045336	0.5222841	0.7248715	0.73496866
0.08409599	0.39129686	-0.23215738	0.034089796	-0.33874455	-0.2789503	0.35702294	-0.30836293	0.27578625	0.20983192	0.15383142	0.39293185	-0.23166713	0.24904568	0.36499736	0.3789426
-0.25676844	0.3828285	-0.9177549	-0.26283458	-0.07090711	-0.5209043	0.14896558	-0.6116385	0.24697576	0.79342276	-0.43738377	-0.020984562	-0.660927	-0.11762131	-0.2479845	-0.34666467
0.14103967	0.30704656	-0.14341645	0.07077851	-0.28345343	-0.35505825	0.77738976	-0.13849837	0.01769061	0.16059983	0.5344734	0.36535332	-0.095247924	0.23369247	0.094792865	-0.0040668305
0.41493794	0.33319268	0.90774804	0.26500177	-0.75106025	0.6881822	0.6845752	0.74002486	-0.10338283	-0.95911646	0.8864721	0.57372755	0.7805233	0.7753146	0.8417205	0.54420936
0.26471296	0.18591015	-0.32001004	-0.28699073	-0.3567445	-0.10325015	0.681429	0.26532266	-0.122512266	0.18972468	0.57982445	-0.034785092	-0.23577462	0.20670272	0.021488378	-0.54457164
0.5006394	-0.24467015	0.14777741	-0.38120502	-0.22057049	0.14954625	0.8972824	0.5466823	-0.43066776	-0.11600489	0.81345826	-0.30331188	0.28677252	0.1879438	-0.06690207	-0.6974864
0.34130928	0.25610062	0.28357702	0.04320821	-0.5691406	0.08592319	0.7711384	0.5117269	-0.29819584	-0.22640055	0.6849119	0.41733128	0.42302734	0.5678262	0.20441714	-0.14446144
0.19781838	0.20751372	0.00013433557	0.019850176	-0.30216748	-0.19563515	0.6684234	0.08998131	0.0013122823	-0.03159733	0.5164036	0.23378637	0.04439292	0.38443875	0.2250925	-0.111671805
0.5781794	-0.1967953	-0.09905201	-0.40997756	0.061469715	-0.22532132	0.88073915	0.24367623	0.14049792	-0.0508099	0.6379032	-0.17431821	-0.24604806	-0.035470266	0.21485274	-0.45414856
0.7703196	-0.568017	-0.20062329	-0.5755945	0.67387766	-0.72279704	0.86093724	-0.73419476	0.89665985	-0.04336739	-0.43037468	-0.12629333	-0.5039883	-0.58769035	0.8831197	0.93826467
0.20515494	0.056627065	-0.16088466	-0.21291697	-0.45049557	0.22173165	0.51446885	0.49435258	-0.29559976	-0.015843622	0.50428	-0.16747023	-0.0601012	0.32840922	0.07685191	-0.47693065
0.5295729	-0.099584445	-0.032908246	-0.28133205	-0.22982222	-0.039484717	0.84406316	0.14087212	0.18117206	-0.16527463	0.61597854	0.025663596	-0.11440071	0.20780165	0.44175562	-0.07274328
0.046057567	0.39846605	-0.09925964	0.27458203	-0.00804539	-0.7376119	0.57260764	-0.8159966	0.48761427	0.18535624	-0.30516097	0.71105576	-0.1989743	0.09122726	0.3499608	0.7971397
